1;41
2;37
3;39
4;45
5;38
6;46
7;42
8;35
9;36
10;40
11;32
12;38
13;37
14;38
15;43
16;38
17;45
18;50
19;34
20;33
21;32
22;37
23;38
24;36
25;38
26;39
27;37
28;34
29;42
30;38
31;40
32;37
33;34
34;39
35;38
36;35
37;38
38;38
39;32
40;35
41;32
42;34
43;35
44;37
45;38
46;31
47;32
48;38
49;46
50;44
51;35
52;36
53;38
54;39
55;43
56;38
57;44
58;40
59;38
60;39
